Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price,Car_Age
BMW,Model A,2003,1.0,133795,Electric,Manual,18107.59,22
Honda,Model E,2014,3.5,77272,Electric,Manual,28282.29,11
BMW,Model A,2010,2.1,134065,Petrol,Automatic,22838.88,15
Audi,Model E,2015,3.5,31488,Petrol,Automatic,32970.22,10
Toyota,Model D,2004,2.1,44845,Diesel,Manual,21113.23,21
Audi,Model B,2003,2.9,198975,Electric,Automatic,16329.33,22
Ford,Model C,2017,3.9,87931,Petrol,Manual,27914.89,8
Ford,Model D,2015,3.4,139045,Electric,Automatic,29941.33,10
Audi,Model D,2005,2.9,113496,Petrol,Automatic,21383.1,20
Audi,Model A,2021,2.5,17448,Diesel,Automatic,32256.68,4
Ford,Model C,2017,2.6,76479,Diesel,Automatic,28619.74,8
Ford,Model B,2016,2.6,88062,Diesel,Automatic,23432.06,9
Toyota,Model C,2021,1.7,136683,Electric,Manual,27377.71,4
Ford,Model E,2017,2.8,138383,Petrol,Automatic,27093.23,8
BMW,Model E,2020,3.0,64949,Diesel,Automatic,33213.86,5
Audi,Model E,2002,1.7,141624,Electric,Manual,17150.01,23
Audi,Model A,2017,1.4,124009,Electric,Automatic,21472.91,8
Honda,Model A,2021,1.8,124248,Petrol,Automatic,25574.94,4
Audi,Model D,2000,2.5,56758,Electric,Manual,24069.33,25
Toyota,Model E,2021,3.3,2100,Diesel,Automatic,38210.45,4
Audi,Model C,2020,2.5,80749,Electric,Automatic,30121.52,5
Honda,Model B,2012,1.1,22871,Petrol,Manual,27206.64,13
Ford,Model C,2011,3.9,188515,Electric,Automatic,20176.54,14
Honda,Model A,2008,1.7,7918,Petrol,Automatic,25650.8,17
BMW,Model B,2015,3.1,192107,Petrol,Manual,26474.07,10
Audi,Model D,2015,4.4,99600,Electric,Manual,25655.78,10
BMW,Model C,2009,1.7,58302,Electric,Automatic,22814.34,16
Toyota,Model E,2012,3.6,109948,Petrol,Automatic,30242.63,13
BMW,Model C,2007,1.4,8882,Diesel,Automatic,25385.82,18
Audi,Model E,2009,2.3,97887,Petrol,Manual,26372.15,16
Audi,Model B,2005,2.5,93667,Diesel,Manual,25393.13,20
BMW,Model A,2011,3.7,92565,Electric,Manual,25837.41,14
BMW,Model C,2015,2.6,146529,Diesel,Automatic,25523.47,10
Honda,Model C,2014,2.4,87485,Electric,Manual,21790.61,11
Toyota,Model C,2002,4.3,29590,Diesel,Automatic,22900.71,23
Audi,Model B,2015,2.9,62959,Electric,Automatic,29520.14,10
Honda,Model A,2014,1.2,198823,Diesel,Automatic,18435.5,11
Audi,Model E,2012,4.1,32068,Petrol,Manual,30598.74,13
Ford,Model D,2012,2.5,25966,Electric,Manual,26807.44,13
Honda,Model C,2014,2.6,89229,Diesel,Manual,26284.54,11
Honda,Model A,2014,3.9,19311,Petrol,Automatic,32593.08,11
Toyota,Model E,2019,4.4,42440,Petrol,Automatic,35802.78,6
BMW,Model A,2018,2.6,39534,Electric,Automatic,29009.31,7
Honda,Model B,2013,3.1,153523,Electric,Manual,21144.47,12
Ford,Model A,2009,2.5,9041,Diesel,Manual,26802.66,16
Honda,Model A,2021,2.5,22789,Petrol,Manual,34383.22,4
Honda,Model C,2007,3.8,120862,Diesel,Automatic,24069.05,18
Toyota,Model E,2014,2.7,99600,Diesel,Automatic,31683.86,11
Audi,Model D,2005,1.3,72402,Petrol,Manual,20220.88,20
BMW,Model B,2006,1.3,58552,Petrol,Automatic,20937.91,19
Toyota,Model C,2018,2.3,63180,Electric,Automatic,31278.79,7
Toyota,Model E,2016,3.8,29482,Petrol,Manual,31570.87,9
Ford,Model C,2009,2.7,99137,Electric,Automatic,24301.55,16
Toyota,Model C,2012,1.5,103731,Electric,Manual,25426.36,13
Audi,Model A,2001,2.9,189722,Diesel,Manual,16823.18,24
Toyota,Model D,2009,2.6,171857,Diesel,Automatic,19686.89,16
BMW,Model E,2003,3.9,120880,Diesel,Automatic,21541.19,22
BMW,Model D,2010,2.7,13461,Electric,Automatic,29453.98,15
Ford,Model A,2009,2.2,33001,Electric,Manual,28139.37,16
Audi,Model A,2004,2.6,64127,Electric,Manual,21951.27,21
Audi,Model C,2013,4.4,102787,Petrol,Manual,28918.49,12
Toyota,Model A,2000,2.5,25550,Diesel,Manual,26058.78,25
Audi,Model E,2002,3.6,11752,Petrol,Manual,28331.28,23
Honda,Model C,2019,2.5,3911,Electric,Manual,29657.64,6
Toyota,Model E,2007,3.9,92274,Electric,Manual,27342.92,18
Audi,Model E,2012,2.5,60139,Diesel,Manual,29123.77,13
Audi,Model A,2009,3.4,194006,Electric,Automatic,22472.04,16
BMW,Model B,2008,4.3,73415,Diesel,Automatic,27605.61,17
BMW,Model A,2019,3.2,51922,Electric,Automatic,29598.6,6
Honda,Model E,2005,1.5,75224,Diesel,Manual,23384.34,20
BMW,Model C,2018,2.9,79114,Petrol,Automatic,33570.86,7
BMW,Model C,2010,2.7,15964,Diesel,Manual,29007.85,15
Honda,Model C,2001,3.5,82428,Electric,Automatic,22105.17,24
Ford,Model E,2015,2.2,34226,Electric,Automatic,25187.39,10
Toyota,Model E,2010,4.0,188276,Diesel,Automatic,20426.52,15
Ford,Model E,2003,4.2,123869,Petrol,Manual,23744.84,22
Toyota,Model D,2002,2.0,175410,Petrol,Manual,12698.88,23
Audi,Model D,2007,2.9,183057,Petrol,Manual,22090.03,18
Toyota,Model D,2013,1.2,35207,Diesel,Automatic,24746.92,12
BMW,Model E,2019,1.3,164123,Petrol,Manual,23175.83,6
BMW,Model B,2011,2.1,194840,Electric,Automatic,17138.11,14
BMW,Model B,2009,2.0,47448,Electric,Automatic,25776.02,16
Honda,Model B,2014,3.9,106573,Petrol,Manual,26745.5,11
Ford,Model E,2017,2.2,131307,Petrol,Automatic,27702.6,8
BMW,Model A,2006,1.0,17854,Diesel,Automatic,21492.16,19
Honda,Model D,2014,4.2,135743,Petrol,Automatic,28576.07,11
Ford,Model E,2009,2.5,97486,Electric,Manual,25247.23,16
Audi,Model A,2000,2.1,2293,Diesel,Manual,23326.17,25
BMW,Model B,2014,3.5,55033,Petrol,Manual,32887.59,11
Toyota,Model D,2011,1.7,140594,Diesel,Automatic,18145.24,14
Ford,Model B,2007,4.0,13830,Petrol,Manual,29469.67,18
Honda,Model C,2010,2.2,173909,Petrol,Manual,16008.43,15
Honda,Model C,2016,3.6,112113,Diesel,Automatic,28319.59,9
Honda,Model B,2013,3.4,23199,Electric,Manual,32733.02,12
Audi,Model B,2018,2.3,155362,Petrol,Automatic,24022.45,7
Ford,Model C,2008,3.9,99208,Petrol,Manual,24421.88,17
Ford,Model A,2012,2.6,28248,Electric,Manual,31927.22,13
Honda,Model E,2020,1.5,163387,Electric,Automatic,23532.6,5
BMW,Model B,2018,3.7,144271,Petrol,Manual,29401.56,7
Audi,Model B,2019,3.4,95942,Petrol,Manual,26851.64,6
Audi,Model C,2012,4.3,71,Diesel,Manual,30833.23,13
BMW,Model B,2004,3.3,51703,Electric,Automatic,23062.87,21
Ford,Model A,2001,4.4,180682,Diesel,Manual,20679.83,24
Ford,Model B,2019,1.1,64042,Petrol,Automatic,22737.48,6
BMW,Model D,2004,2.1,119771,Petrol,Automatic,22023.66,21
Ford,Model D,2013,1.1,132759,Electric,Automatic,21325.49,12
Toyota,Model E,2006,3.5,82474,Petrol,Automatic,25663.37,19
BMW,Model D,2007,3.3,43518,Petrol,Manual,25781.5,18
BMW,Model D,2021,3.6,189564,Diesel,Automatic,27644.94,4
BMW,Model C,2016,1.4,127152,Petrol,Automatic,24243.42,9
Toyota,Model A,2015,3.4,194162,Electric,Automatic,23598.41,10
Honda,Model D,2020,3.8,83943,Diesel,Manual,34295.65,5
Ford,Model C,2008,3.8,43791,Diesel,Manual,28738.7,17
Toyota,Model A,2018,3.8,161589,Diesel,Manual,29328.5,7
Toyota,Model A,2014,3.6,166350,Diesel,Manual,22989.92,11
Toyota,Model B,2014,2.6,184828,Electric,Manual,24397.29,11
Honda,Model E,2006,4.4,5423,Petrol,Automatic,29858.19,19
Honda,Model A,2002,2.6,102013,Electric,Manual,21333.55,23
Ford,Model B,2009,3.1,174987,Petrol,Automatic,18757.35,16
Honda,Model A,2015,2.7,93984,Diesel,Automatic,25323.68,10
Ford,Model C,2018,3.2,2410,Electric,Automatic,31480.99,7
Honda,Model A,2018,2.2,99293,Electric,Manual,26267.49,7
Ford,Model C,2007,2.7,64152,Diesel,Manual,23562.31,18
Toyota,Model A,2019,3.1,24122,Diesel,Manual,36232.18,6
BMW,Model A,2011,4.3,103932,Diesel,Manual,30337.27,14
Ford,Model B,2020,1.9,117575,Diesel,Automatic,27627.25,5
Honda,Model D,2002,3.8,97014,Petrol,Manual,22446.62,23
Audi,Model A,2001,1.5,99238,Petrol,Manual,18127.25,24
BMW,Model C,2000,1.3,87633,Electric,Manual,19839.79,25
Audi,Model D,2001,1.6,9401,Electric,Automatic,22834.17,24
Toyota,Model C,2013,2.1,122851,Electric,Manual,27283.78,12
Ford,Model E,2002,2.1,178437,Diesel,Manual,14487.29,23
Audi,Model A,2021,4.2,20030,Petrol,Manual,36601.3,4
Toyota,Model D,2010,1.1,42083,Electric,Automatic,24972.87,15
Audi,Model E,2012,1.3,115192,Petrol,Manual,22136.97,13
Ford,Model A,2018,3.3,113280,Electric,Automatic,30046.29,7
Audi,Model D,2011,3.7,108624,Diesel,Automatic,24748.26,14
Ford,Model E,2000,1.5,176831,Electric,Manual,15194.07,25
BMW,Model B,2014,1.1,82131,Petrol,Manual,23918.34,11
Ford,Model B,2014,1.1,179688,Diesel,Manual,24806.79,11
Ford,Model A,2003,2.1,197101,Petrol,Manual,15487.6,22
BMW,Model E,2020,4.1,142057,Petrol,Manual,29590.55,5
Toyota,Model B,2006,2.5,96003,Petrol,Automatic,21085.54,19
Honda,Model C,2005,3.3,120388,Diesel,Automatic,24176.85,20
Audi,Model D,2001,1.7,168053,Petrol,Automatic,11281.05,24
Audi,Model A,2011,2.8,20601,Petrol,Manual,28074.32,14
BMW,Model A,2021,4.3,64140,Petrol,Manual,34296.71,4
BMW,Model B,2006,3.5,183535,Electric,Manual,18379.2,19
Audi,Model A,2019,1.3,2500,Petrol,Automatic,34522.18,6
Toyota,Model B,2004,2.8,19219,Petrol,Automatic,25110.52,21
Ford,Model B,2007,1.7,71445,Electric,Automatic,22072.52,18
Toyota,Model E,2020,2.2,93526,Electric,Manual,29727.65,5
Audi,Model D,2005,3.4,114643,Petrol,Automatic,24500.12,20
BMW,Model C,2003,4.5,146709,Electric,Automatic,24226.79,22
BMW,Model E,2000,1.8,183921,Petrol,Automatic,17012.3,25
BMW,Model A,2016,1.9,26176,Petrol,Automatic,32743.37,9
Audi,Model C,2016,2.5,115333,Diesel,Automatic,26890.61,9
Ford,Model D,2005,4.1,88094,Diesel,Manual,26160.83,20
Audi,Model C,2012,2.2,169072,Electric,Automatic,21021.17,13
Honda,Model E,2018,3.1,47373,Diesel,Manual,30614.65,7
Ford,Model D,2004,2.2,141936,Petrol,Manual,16851.6,21
Honda,Model C,2019,3.8,28514,Electric,Automatic,33894.96,6
Audi,Model E,2018,3.8,46461,Electric,Automatic,37148.8,7
Audi,Model B,2001,3.9,34711,Diesel,Manual,25723.44,24
Honda,Model D,2011,1.4,9637,Diesel,Manual,21485.32,14
Honda,Model A,2009,3.9,12115,Diesel,Automatic,26334.17,16
BMW,Model E,2014,4.1,100299,Petrol,Manual,28056.2,11
Toyota,Model E,2003,3.7,81392,Electric,Manual,27045.1,22
Ford,Model B,2021,2.2,110464,Diesel,Manual,26645.63,4
Honda,Model D,2000,2.1,94697,Petrol,Manual,17536.02,25
Ford,Model A,2010,1.4,30980,Diesel,Automatic,26508.84,15
Honda,Model C,2015,4.4,40071,Electric,Automatic,30182.69,10
Toyota,Model D,2006,3.2,150902,Petrol,Automatic,23464.13,19
Honda,Model E,2005,1.7,145482,Diesel,Automatic,16793.81,20
BMW,Model A,2017,2.8,35176,Petrol,Manual,32640.07,8
Ford,Model C,2003,1.5,199856,Electric,Manual,12553.77,22
BMW,Model A,2006,1.7,77156,Electric,Manual,20273.6,19
Audi,Model D,2015,1.3,105075,Diesel,Manual,23378.59,10
BMW,Model B,2010,1.1,7624,Diesel,Automatic,23166.55,15
Ford,Model B,2008,3.4,90134,Diesel,Automatic,25548.18,17
Honda,Model B,2020,1.7,4944,Electric,Automatic,24913.72,5
Honda,Model B,2003,2.8,21275,Petrol,Automatic,22586.95,22
Toyota,Model B,2007,1.4,162267,Diesel,Automatic,18043.94,18
Honda,Model B,2005,3.4,139103,Diesel,Automatic,21204.15,20
Honda,Model A,2015,2.4,149369,Petrol,Manual,23880.09,10
Honda,Model C,2016,3.4,156495,Petrol,Manual,23385.19,9
Audi,Model A,2021,3.6,56462,Diesel,Automatic,35125.47,4
Toyota,Model E,2001,1.2,31171,Diesel,Manual,20121.35,24
Honda,Model C,2012,3.7,184345,Diesel,Manual,23697.03,13
Toyota,Model A,2008,4.1,183327,Petrol,Automatic,21678.41,17
Ford,Model C,2010,3.3,89657,Petrol,Manual,25336.92,15
Audi,Model E,2010,4.1,97203,Electric,Automatic,27104.63,15
Ford,Model A,2013,1.3,23497,Electric,Automatic,27379.87,12
Honda,Model B,2015,1.3,156577,Diesel,Manual,19241.0,10
Honda,Model D,2001,3.5,165751,Diesel,Manual,16367.27,24
Honda,Model C,2000,1.9,96200,Petrol,Automatic,20080.15,25
Audi,Model E,2021,3.9,141406,Electric,Automatic,30694.99,4
Toyota,Model A,2003,2.2,53529,Electric,Automatic,21549.9,22
Toyota,Model D,2018,2.7,86276,Petrol,Automatic,26615.22,7
Audi,Model C,2013,4.5,101190,Diesel,Automatic,30574.11,12
Ford,Model B,2011,2.8,114670,Electric,Manual,24179.59,14
BMW,Model A,2003,4.3,162526,Petrol,Manual,22181.23,22
Honda,Model E,2020,1.7,181129,Electric,Manual,22186.62,5
Audi,Model E,2015,2.6,191064,Petrol,Automatic,20675.47,10
Ford,Model C,2008,3.4,99600,Petrol,Automatic,22127.42,17
BMW,Model B,2013,3.1,31913,Petrol,Manual,31306.74,12
Toyota,Model A,2018,3.6,162645,Electric,Manual,26804.23,7
Toyota,Model D,2019,4.3,16157,Petrol,Manual,34719.28,6
Audi,Model D,2003,1.7,14332,Petrol,Manual,27190.24,22
Honda,Model B,2004,2.8,176317,Petrol,Manual,17175.18,21
Audi,Model A,2005,1.6,90292,Diesel,Manual,18672.79,20
Honda,Model B,2010,2.7,102291,Electric,Automatic,22416.89,15
Ford,Model A,2015,1.9,82644,Electric,Automatic,27775.58,10
Ford,Model E,2019,1.7,137028,Petrol,Manual,27279.11,6
Honda,Model C,2019,2.5,137008,Diesel,Automatic,21851.6,6
Audi,Model A,2001,3.1,178875,Diesel,Automatic,14437.06,24
Toyota,Model D,2007,1.9,70847,Diesel,Manual,21570.27,18
Toyota,Model E,2015,1.5,186295,Petrol,Manual,20729.32,10
Honda,Model E,2006,1.9,77972,Diesel,Automatic,23525.8,19
Ford,Model C,2012,1.4,94616,Diesel,Automatic,21631.88,13
Audi,Model C,2019,1.9,115605,Electric,Automatic,21807.36,6
Honda,Model A,2012,2.0,165788,Diesel,Manual,18731.04,13
Ford,Model C,2018,2.8,195339,Petrol,Automatic,22069.39,7
Audi,Model B,2017,3.8,192021,Electric,Manual,25250.87,8
BMW,Model C,2012,1.0,99600,Electric,Automatic,20384.98,13
Ford,Model C,2002,2.6,89381,Electric,Manual,20315.87,23
Honda,Model D,2009,1.7,149121,Diesel,Manual,20495.69,16
Audi,Model B,2015,2.4,184151,Diesel,Automatic,20304.12,10
Ford,Model E,2006,3.8,76360,Electric,Manual,23281.91,19
Audi,Model B,2002,3.0,142641,Petrol,Automatic,17112.87,23
Ford,Model D,2016,2.1,8896,Diesel,Manual,31986.52,9
Audi,Model D,2016,1.7,63318,Diesel,Automatic,28242.87,9
BMW,Model A,2010,1.0,14141,Diesel,Manual,29257.61,15
Toyota,Model E,2001,3.7,152718,Petrol,Manual,18772.68,24
BMW,Model A,2003,1.9,41063,Electric,Manual,22020.09,22
Audi,Model A,2012,2.8,106371,Petrol,Automatic,28524.72,13
Toyota,Model C,2014,1.7,149779,Petrol,Manual,22220.06,11
Honda,Model C,2001,2.0,151439,Electric,Automatic,14221.97,24
BMW,Model A,2014,4.5,109805,Diesel,Manual,31939.76,11
Ford,Model E,2008,1.1,164097,Electric,Automatic,13429.24,17
BMW,Model D,2015,2.0,52994,Diesel,Manual,29170.98,10
Honda,Model A,2008,2.0,84498,Diesel,Automatic,19634.13,17
Ford,Model E,2017,3.3,152549,Diesel,Manual,28538.24,8
BMW,Model D,2019,1.9,7747,Diesel,Manual,29899.86,6
BMW,Model A,2015,1.3,166241,Petrol,Automatic,22185.62,10
BMW,Model D,2009,4.2,199217,Diesel,Automatic,20542.85,16
BMW,Model A,2001,1.1,80872,Diesel,Automatic,18101.61,24
Honda,Model D,2003,1.4,119797,Diesel,Manual,19056.78,22
Toyota,Model D,2006,2.1,107006,Petrol,Automatic,19580.47,19
BMW,Model E,2001,3.3,181432,Electric,Automatic,16503.58,24
Ford,Model C,2014,1.6,142033,Petrol,Automatic,23292.53,11
Honda,Model A,2004,3.9,7403,Petrol,Automatic,29919.77,21
BMW,Model D,2020,4.2,96003,Diesel,Automatic,28893.92,5
Honda,Model C,2000,1.9,140809,Petrol,Manual,15945.25,25
Honda,Model A,2015,2.9,125489,Electric,Automatic,25446.93,10
BMW,Model E,2021,3.4,14908,Petrol,Manual,31341.64,4
Ford,Model E,2013,1.6,74536,Electric,Manual,23774.26,12
Audi,Model D,2001,4.4,34326,Diesel,Manual,30446.08,24
Honda,Model E,2019,2.8,167568,Electric,Automatic,26641.42,6
Toyota,Model E,2001,4.2,74374,Diesel,Manual,26373.6,24
Ford,Model A,2010,1.0,22980,Electric,Manual,23366.88,15
Honda,Model B,2014,3.3,76769,Diesel,Automatic,31608.51,11
BMW,Model E,2008,2.7,146911,Petrol,Automatic,19748.1,17
Honda,Model B,2005,1.0,97305,Petrol,Automatic,16376.27,20
BMW,Model D,2003,1.4,192553,Petrol,Automatic,14571.01,22
Ford,Model C,2003,4.4,19478,Electric,Manual,28787.71,22
Honda,Model D,2003,1.6,153367,Petrol,Automatic,18688.56,22
Ford,Model A,2009,3.8,82525,Diesel,Manual,27063.79,16
Toyota,Model C,2012,2.1,176644,Electric,Manual,22109.31,13
Ford,Model E,2018,3.5,33526,Diesel,Manual,32897.8,7
Audi,Model C,2000,3.2,115144,Electric,Manual,17529.51,25
Toyota,Model E,2006,4.0,178574,Electric,Automatic,21717.55,19
Toyota,Model D,2000,3.1,139293,Electric,Manual,17230.62,25
Ford,Model D,2004,3.4,177721,Petrol,Manual,18654.69,21
Audi,Model B,2020,3.3,158359,Petrol,Manual,28411.59,5
BMW,Model A,2001,1.8,90702,Diesel,Automatic,18640.91,24
BMW,Model E,2016,2.6,90883,Petrol,Manual,30069.86,9
BMW,Model E,2009,3.1,74111,Diesel,Automatic,28876.65,16
Audi,Model B,2009,1.6,133911,Petrol,Automatic,24842.5,16
Honda,Model C,2003,1.1,58093,Petrol,Automatic,19143.25,22
Audi,Model E,2009,4.0,144411,Petrol,Manual,24774.88,16
BMW,Model B,2021,2.4,23399,Petrol,Manual,32083.54,4
Toyota,Model D,2003,2.3,149944,Petrol,Automatic,17992.66,22
Audi,Model D,2004,3.4,153886,Electric,Manual,20310.42,21
Toyota,Model D,2006,1.6,45701,Petrol,Automatic,26303.59,19
Honda,Model C,2013,2.7,127871,Electric,Automatic,24533.68,12
Honda,Model B,2008,2.8,1147,Diesel,Automatic,28869.56,17
Honda,Model D,2015,3.6,168022,Petrol,Manual,25700.7,10
Toyota,Model A,2020,2.0,179046,Diesel,Automatic,25954.56,5
Ford,Model D,2008,1.3,14416,Petrol,Automatic,28686.14,17
BMW,Model C,2020,4.4,64276,Electric,Automatic,33288.18,5
Toyota,Model A,2008,3.5,187437,Petrol,Manual,21583.85,17
Toyota,Model A,2016,3.0,149621,Electric,Manual,24950.77,9
BMW,Model C,2007,3.1,17129,Electric,Automatic,29227.97,18
BMW,Model C,2014,1.0,89646,Diesel,Automatic,22195.25,11
BMW,Model D,2010,3.5,179632,Electric,Automatic,19995.1,15
BMW,Model A,2003,2.1,69187,Electric,Manual,19951.12,22
Honda,Model D,2007,3.3,55107,Petrol,Automatic,27411.45,18
Toyota,Model D,2019,3.8,51538,Petrol,Automatic,34101.71,6
Toyota,Model A,2007,4.1,101472,Electric,Manual,26405.59,18
BMW,Model D,2007,3.2,137741,Electric,Automatic,21315.2,18
Ford,Model D,2001,3.0,86044,Electric,Automatic,20958.96,24
Toyota,Model A,2003,3.1,137948,Petrol,Manual,19917.06,22
BMW,Model C,2020,2.1,143933,Petrol,Manual,27080.42,5
Audi,Model E,2006,4.5,58316,Diesel,Manual,24458.29,19
BMW,Model B,2012,4.2,39277,Electric,Automatic,31870.79,13
Honda,Model B,2019,4.3,157141,Petrol,Automatic,28554.1,6
Honda,Model C,2017,2.4,11305,Diesel,Automatic,28347.87,8
Audi,Model B,2014,3.4,118066,Diesel,Automatic,27039.36,11
BMW,Model E,2020,1.4,135948,Electric,Manual,23658.85,5
BMW,Model E,2018,3.6,197213,Electric,Automatic,23665.36,7
Toyota,Model B,2016,1.1,184813,Diesel,Manual,20321.63,9
Honda,Model B,2011,2.2,191684,Diesel,Manual,17278.11,14
Honda,Model C,2011,2.0,61986,Petrol,Automatic,23286.42,14
Honda,Model B,2001,3.5,67160,Diesel,Automatic,21586.21,24
Ford,Model A,2015,2.1,77950,Petrol,Manual,29919.02,10
Honda,Model B,2017,2.3,35431,Petrol,Automatic,30362.96,8
Audi,Model C,2016,4.3,121784,Petrol,Manual,26861.98,9
Ford,Model E,2000,3.4,161643,Petrol,Manual,19548.18,25
Honda,Model E,2017,2.6,148959,Electric,Automatic,24189.55,8
Ford,Model E,2003,4.1,124242,Diesel,Manual,23057.68,22
Ford,Model B,2017,4.1,175588,Petrol,Manual,27423.97,8
Ford,Model C,2006,1.2,170518,Electric,Manual,16048.56,19
Audi,Model C,2019,2.1,106994,Petrol,Automatic,29656.79,6
Audi,Model C,2009,1.9,74550,Electric,Automatic,25847.95,16
Audi,Model B,2010,4.2,22188,Electric,Automatic,28261.78,15
Toyota,Model B,2003,3.3,1698,Petrol,Manual,28589.05,22
BMW,Model B,2004,1.3,31973,Petrol,Automatic,19370.48,21
Ford,Model E,2000,3.7,123185,Electric,Manual,20535.29,25
Toyota,Model A,2018,4.2,194259,Petrol,Automatic,25633.01,7
Honda,Model E,2003,2.2,78416,Petrol,Automatic,18993.54,22
Ford,Model A,2013,2.4,113605,Petrol,Manual,26731.79,12
Audi,Model C,2013,4.2,104133,Electric,Automatic,28138.44,12
BMW,Model B,2003,1.2,198134,Electric,Manual,12440.66,22
Audi,Model B,2000,3.5,175963,Petrol,Manual,20872.49,25
Ford,Model D,2016,2.8,88441,Diesel,Automatic,30863.55,9
Ford,Model A,2004,4.5,80532,Petrol,Automatic,26952.25,21
Audi,Model A,2005,1.8,89529,Petrol,Automatic,18560.47,20
Audi,Model A,2004,2.8,76554,Diesel,Manual,24806.79,21
Audi,Model A,2008,1.1,16459,Diesel,Automatic,21989.19,17
Toyota,Model C,2005,3.6,15665,Diesel,Automatic,28496.32,20
BMW,Model C,2000,4.2,140128,Electric,Manual,20353.72,25
Ford,Model A,2005,1.9,150754,Diesel,Manual,12517.84,20
BMW,Model D,2005,3.8,99851,Petrol,Automatic,26520.93,20
Toyota,Model C,2016,2.8,125120,Diesel,Automatic,27578.42,9
Toyota,Model C,2021,3.1,42191,Electric,Automatic,34247.98,4
Honda,Model A,2004,2.5,181328,Electric,Manual,18398.56,21
Audi,Model B,2009,3.2,134536,Diesel,Manual,22589.87,16
Honda,Model A,2007,1.8,7531,Petrol,Automatic,29366.12,18
BMW,Model D,2002,2.9,45703,Petrol,Manual,22004.82,23
Toyota,Model D,2015,4.0,96974,Petrol,Automatic,30999.74,10
Ford,Model D,2003,1.6,90630,Diesel,Automatic,17200.52,22
Toyota,Model A,2019,1.6,112022,Diesel,Automatic,27305.03,6
Toyota,Model B,2004,2.9,104217,Petrol,Automatic,24241.46,21
Toyota,Model A,2016,1.7,111873,Electric,Manual,24806.79,9
Toyota,Model A,2009,3.3,44342,Petrol,Manual,28871.39,16
Ford,Model B,2003,1.1,24432,Petrol,Automatic,23231.82,22
Honda,Model A,2020,3.9,187476,Electric,Manual,25992.74,5
Audi,Model A,2007,3.8,160809,Petrol,Manual,19288.99,18
Ford,Model C,2005,1.4,39241,Diesel,Manual,20927.43,20
Ford,Model A,2008,4.1,153911,Electric,Automatic,23633.84,17
Honda,Model D,2000,1.8,146669,Petrol,Automatic,13274.49,25
Ford,Model E,2005,1.9,78359,Electric,Manual,21874.75,20
Toyota,Model E,2012,2.3,38108,Petrol,Automatic,26106.13,13
Toyota,Model E,2006,2.6,117080,Petrol,Automatic,17878.16,19
Audi,Model C,2015,2.2,69241,Petrol,Manual,24806.79,10
BMW,Model C,2013,1.2,97758,Diesel,Automatic,23402.33,12
Honda,Model B,2016,3.8,43664,Diesel,Manual,35920.97,9
Ford,Model E,2013,3.1,99495,Diesel,Automatic,28136.32,12
Ford,Model C,2002,3.1,4481,Diesel,Manual,22763.83,23
Honda,Model D,2021,1.5,175291,Electric,Automatic,26300.89,4
Toyota,Model D,2003,2.7,94848,Diesel,Manual,20014.42,22
Honda,Model D,2008,2.0,73379,Petrol,Manual,22046.26,17
Toyota,Model B,2007,3.5,28836,Petrol,Automatic,30209.0,18
Audi,Model D,2007,1.2,40039,Petrol,Manual,22510.3,18
Ford,Model C,2015,2.6,59198,Diesel,Automatic,28224.96,10
Audi,Model A,2013,4.5,160389,Electric,Automatic,24440.22,12
BMW,Model A,2009,4.5,3370,Diesel,Manual,32937.97,16
BMW,Model A,2007,1.8,9512,Diesel,Automatic,22987.31,18
Toyota,Model D,2005,3.5,184039,Petrol,Manual,16984.6,20
Honda,Model D,2019,2.9,98408,Electric,Manual,29012.93,6
BMW,Model C,2011,3.6,99600,Petrol,Manual,23874.32,14
Toyota,Model A,2003,3.4,137246,Diesel,Automatic,18575.26,22
Audi,Model D,2012,2.4,55371,Electric,Automatic,27137.91,13
BMW,Model C,2005,1.2,11391,Electric,Manual,24456.75,20
BMW,Model E,2004,4.5,110417,Diesel,Automatic,22901.84,21
Ford,Model D,2004,2.8,93538,Electric,Automatic,23206.9,21
Ford,Model A,2002,3.2,27654,Petrol,Automatic,25097.43,23
Ford,Model A,2020,3.3,98718,Diesel,Automatic,29420.07,5
Ford,Model E,2013,1.5,119618,Diesel,Manual,21874.85,12
