Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
Toyota,Model B,2010.0,2.9,6892.0,Petrol,Automatic,30579.796124700544
Ford,Model D,2017.0,4.1,108286.0,Petrol,Automatic,27936.90734712067
Honda,Model C,2018.0,1.8,75877.0,Petrol,Automatic,26414.635637310825
BMW,Model E,2020.0,3.8,54400.0,Electric,Manual,32965.87226939821
Honda,Model E,2005.0,3.8,97997.0,Diesel,Automatic,25748.80656220073
Ford,Model E,2012.0,4.1,102156.0,Diesel,Manual,27785.05150662738
Honda,Model B,2012.0,3.0,66800.0,Diesel,Automatic,27528.695591391024
Ford,Model C,2016.0,2.8,137817.0,Petrol,Automatic,27236.742843680066
Audi,Model D,2007.0,3.9,47078.0,Petrol,Manual,27371.072461914147
Toyota,Model E,2001.0,3.8,167513.0,Electric,Automatic,17899.52520586525
Audi,Model C,2003.0,1.5,125194.0,Petrol,Manual,15863.479077817718
Toyota,Model D,2008.0,2.4,6608.0,Diesel,Automatic,31928.052315135126
Ford,Model C,2012.0,3.7,133730.0,Diesel,Manual,26891.313887435696
Ford,Model C,2012.0,1.7,102589.0,Petrol,Manual,23531.604983501154
Ford,Model C,2016.0,1.1,110918.0,Diesel,Manual,
Audi,Model E,2013.0,4.3,66962.0,Petrol,Manual,30829.699437624397
Audi,Model C,2016.0,3.9,26805.0,Diesel,Automatic,32012.56508801679
BMW,Model E,2014.0,3.6,165088.0,Petrol,Manual,24160.323848060973
Honda,Model B,2016.0,4.0,108460.0,Diesel,Manual,28424.54457198849
Toyota,Model A,2018.0,3.7,6381.0,Electric,Automatic,36547.03396720898
Toyota,Model A,2020.0,3.9,12370.0,Petrol,Manual,34282.284742291624
Ford,Model D,2014.0,3.3,101800.0,Electric,Automatic,29064.00357739999
Audi,Model A,2000.0,4.3,97029.0,Petrol,Automatic,21595.79690984608
Audi,Model D,2002.0,3.9,55012.0,Diesel,Manual,23877.223405754983
Ford,Model D,2018.0,2.5,85639.0,Petrol,Manual,31693.59327542238
BMW,Model A,2018.0,1.3,187243.0,Petrol,Manual,23377.244056450032
Toyota,Model D,2011.0,1.9,35415.0,Electric,Automatic,28978.307730719374
BMW,Model E,2008.0,1.8,126356.0,Diesel,Automatic,18375.678483405056
Toyota,Model A,2013.0,1.1,24688.0,Electric,Manual,29996.63270321872
Audi,Model D,2021.0,3.2,65158.0,Diesel,Automatic,33210.90226970181
Honda,Model D,2016.0,,41464.0,Petrol,Manual,31609.255567695072
Ford,Model D,2008.0,2.9,181755.0,Diesel,Manual,22252.98269768792
Audi,Model D,2001.0,4.0,187472.0,Petrol,Manual,18824.01036798535
Honda,Model D,2021.0,2.0,53784.0,Electric,Automatic,29066.31740525118
Ford,Model D,2004.0,1.4,108271.0,Petrol,Automatic,16458.114406389715
Toyota,Model A,2002.0,2.6,189147.0,Electric,Manual,17950.814947929957
BMW,Model A,2008.0,4.1,95504.0,Electric,Manual,27867.86619006981
Audi,Model B,2009.0,2.1,118297.0,Petrol,Automatic,19442.76845477297
BMW,Model E,2013.0,1.8,16313.0,Electric,Manual,28975.08390503877
Ford,Model A,2009.0,2.0,179988.0,Petrol,Automatic,15476.492403212518
Honda,Model B,2009.0,2.5,7176.0,Diesel,Manual,25921.28378403667
BMW,Model E,2003.0,1.7,50009.0,Petrol,Manual,19024.443267464525
Ford,Model C,2006.0,2.3,63160.0,Diesel,Manual,22481.954826320267
Honda,Model C,2006.0,2.5,186293.0,Diesel,Automatic,19063.44381324704
BMW,Model C,2016.0,3.8,146007.0,Petrol,Manual,26006.704319752684
Honda,Model C,2009.0,4.0,17363.0,Diesel,Automatic,30565.028198550062
Honda,Model B,2008.0,2.4,31084.0,Petrol,Automatic,22878.93131400029
Ford,Model D,2004.0,2.8,137212.0,Petrol,Manual,23681.36669828329
Audi,Model A,2018.0,1.1,190173.0,Petrol,Automatic,19914.09432705067
Toyota,Model D,2002.0,3.1,72671.0,Electric,Manual,22419.753957845867
BMW,Model A,2003.0,1.0,133795.0,Electric,Manual,18107.592196291287
Honda,Model E,2014.0,3.5,77272.0,Electric,Manual,28282.29197708741
BMW,Model A,2010.0,2.1,134065.0,Petrol,Automatic,22838.880799374703
Audi,Model E,2015.0,3.5,31488.0,Petrol,Automatic,32970.21711071659
Toyota,Model D,2004.0,2.1,44845.0,Diesel,Manual,21113.225819889984
Audi,Model B,2003.0,2.9,198975.0,Electric,Automatic,16329.32592558009
Ford,Model C,2017.0,3.9,87931.0,Petrol,Manual,27914.891873807734
Ford,Model D,2015.0,3.4,139045.0,Electric,Automatic,29941.32891383217
Audi,Model D,2005.0,2.9,113496.0,Petrol,Automatic,21383.10449915375
Audi,Model A,2021.0,2.5,17448.0,Diesel,Automatic,32256.675176497934
Ford,Model C,2017.0,2.6,76479.0,Diesel,Automatic,28619.74024374734
Ford,Model B,2016.0,2.6,88062.0,Diesel,Automatic,23432.0570358436
Toyota,Model C,2021.0,1.7,136683.0,Electric,Manual,27377.705119207563
Ford,Model E,2017.0,2.8,138383.0,Petrol,Automatic,27093.23084282685
BMW,Model E,2020.0,3.0,64949.0,Diesel,Automatic,33213.85954734236
Audi,Model E,2002.0,1.7,141624.0,Electric,Manual,17150.005769475472
Audi,Model A,2017.0,1.4,124009.0,Electric,Automatic,21472.914817028144
Honda,Model A,2021.0,1.8,124248.0,Petrol,Automatic,25574.937444859715
Audi,Model D,2000.0,2.5,56758.0,Electric,Manual,24069.333304395022
Toyota,Model E,2021.0,3.3,2100.0,Diesel,Automatic,38210.45478698646
Audi,Model C,2020.0,2.5,80749.0,Electric,Automatic,30121.518283090805
Honda,Model B,2012.0,1.1,22871.0,Petrol,Manual,27206.638447344856
Ford,Model C,2011.0,3.9,188515.0,Electric,Automatic,20176.539511005893
Honda,Model A,2008.0,1.7,7918.0,Petrol,Automatic,25650.79822057184
BMW,Model B,2015.0,3.1,192107.0,Petrol,Manual,26474.07197505669
Audi,Model D,2015.0,4.4,,Electric,Manual,25655.77775080472
BMW,Model C,2009.0,1.7,58302.0,Electric,Automatic,22814.33579528848
Toyota,Model E,2012.0,3.6,109948.0,Petrol,Automatic,30242.626021756183
BMW,Model C,2007.0,1.4,8882.0,Diesel,Automatic,25385.81899869851
Audi,Model E,2009.0,2.3,97887.0,Petrol,Manual,26372.149795648056
Audi,Model B,2005.0,2.5,93667.0,Diesel,Manual,25393.125051713752
BMW,Model A,2011.0,3.7,92565.0,Electric,Manual,25837.411906292964
BMW,Model C,2015.0,2.6,146529.0,Diesel,Automatic,25523.468994307925
Honda,Model C,2014.0,2.4,87485.0,Electric,Manual,21790.610265183102
Toyota,Model C,2002.0,4.3,29590.0,Diesel,Automatic,22900.710618382825
Audi,Model B,2015.0,2.9,62959.0,Electric,Automatic,29520.140205007145
Honda,Model A,2014.0,1.2,198823.0,Diesel,Automatic,18435.502898667968
Audi,Model E,2012.0,4.1,32068.0,Petrol,Manual,30598.735074435383
Ford,Model D,2012.0,2.5,25966.0,Electric,Manual,26807.436824351647
Honda,Model C,2014.0,2.6,89229.0,Diesel,Manual,26284.53707970184
Honda,Model A,2014.0,3.9,19311.0,Petrol,Automatic,32593.0817179769
Toyota,Model E,2019.0,4.4,42440.0,Petrol,Automatic,35802.782166912715
BMW,Model A,2018.0,2.6,39534.0,Electric,Automatic,29009.31178290301
Honda,Model B,2013.0,3.1,153523.0,Electric,Manual,21144.469496861337
Ford,Model A,2009.0,2.5,9041.0,Diesel,Manual,26802.657157373487
Honda,Model A,2021.0,2.5,22789.0,Petrol,Manual,34383.22067918989
Honda,Model C,2007.0,3.8,120862.0,Diesel,Automatic,24069.04713576138
Toyota,Model E,2014.0,2.7,,Diesel,Automatic,31683.86479261982
Audi,Model D,2005.0,1.3,72402.0,Petrol,Manual,20220.87566241124
BMW,Model B,2006.0,1.3,58552.0,Petrol,Automatic,20937.910816358297
Toyota,Model C,2018.0,2.3,63180.0,Electric,Automatic,31278.79063029415
Toyota,Model E,2016.0,3.8,29482.0,Petrol,Manual,31570.86808455576
Ford,Model C,2009.0,2.7,99137.0,Electric,Automatic,24301.54501171995
Toyota,Model C,2012.0,1.5,103731.0,Electric,Manual,25426.357013651388
Audi,Model A,2001.0,2.9,189722.0,Diesel,Manual,16823.178405454728
Toyota,Model D,2009.0,2.6,171857.0,Diesel,Automatic,19686.88780454199
BMW,Model E,2003.0,3.9,120880.0,Diesel,Automatic,21541.18879122082
BMW,Model D,2010.0,2.7,13461.0,Electric,Automatic,29453.97898875866
Ford,Model A,2009.0,2.2,33001.0,Electric,Manual,28139.36971883739
Audi,Model A,2004.0,2.6,64127.0,Electric,Manual,21951.26701413253
Audi,Model C,2013.0,4.4,102787.0,Petrol,Manual,28918.490124687924
Toyota,Model A,2000.0,2.5,25550.0,Diesel,Manual,26058.77744540063
Audi,Model E,2002.0,3.6,11752.0,Petrol,Manual,28331.28446915849
Honda,Model C,2019.0,2.5,3911.0,Electric,Manual,29657.642697716223
Toyota,Model E,2007.0,3.9,92274.0,Electric,Manual,27342.92462764774
Audi,Model E,2012.0,2.5,60139.0,Diesel,Manual,29123.77328832074
Audi,Model A,2009.0,3.4,194006.0,Electric,Automatic,22472.04384232522
BMW,Model B,2008.0,4.3,73415.0,Diesel,Automatic,27605.608853831334
BMW,Model A,2019.0,3.2,51922.0,Electric,Automatic,29598.60126115768
Honda,Model E,2005.0,1.5,75224.0,Diesel,Manual,23384.33942112452
BMW,Model C,2018.0,2.9,79114.0,Petrol,Automatic,33570.863210063086
BMW,Model C,2010.0,2.7,15964.0,Diesel,Manual,29007.8540649344
Honda,Model C,2001.0,3.5,82428.0,Electric,Automatic,22105.16747473976
Ford,Model E,2015.0,2.2,34226.0,Electric,Automatic,25187.387190409456
Toyota,Model E,2010.0,4.0,188276.0,Diesel,Automatic,20426.5173523178
Ford,Model E,2003.0,4.2,123869.0,Petrol,Manual,23744.8446014476
Toyota,Model D,2002.0,2.0,175410.0,Petrol,Manual,12698.877117381007
Audi,Model D,2007.0,2.9,183057.0,Petrol,Manual,22090.033440169023
Toyota,Model D,2013.0,1.2,35207.0,Diesel,Automatic,24746.916383459145
BMW,Model E,2019.0,1.3,164123.0,Petrol,Manual,23175.82686323485
BMW,Model B,2011.0,2.1,194840.0,Electric,Automatic,17138.10582777859
BMW,Model B,2009.0,2.0,47448.0,Electric,Automatic,25776.01512850668
Honda,Model B,2014.0,3.9,106573.0,Petrol,Manual,26745.497851217708
Ford,Model E,2017.0,2.2,131307.0,Petrol,Automatic,27702.595054174588
BMW,Model A,2006.0,1.0,17854.0,Diesel,Automatic,21492.164169639826
Honda,Model D,2014.0,4.2,135743.0,Petrol,Automatic,28576.067146399117
Ford,Model E,2009.0,2.5,97486.0,Electric,Manual,25247.23225892909
Audi,Model A,2000.0,2.1,2293.0,Diesel,Manual,23326.16975569253
BMW,Model B,2014.0,3.5,55033.0,Petrol,Manual,32887.586373592014
Toyota,Model D,2011.0,1.7,140594.0,Diesel,Automatic,18145.24003517914
Ford,Model B,2007.0,4.0,13830.0,Petrol,Manual,29469.6675107915
Honda,Model C,2010.0,2.2,173909.0,Petrol,Manual,16008.432855815976
Honda,Model C,2016.0,3.6,112113.0,Diesel,Automatic,28319.58654734941
Honda,Model B,2013.0,3.4,23199.0,Electric,Manual,32733.02406560265
Audi,Model B,2018.0,2.3,155362.0,Petrol,Automatic,24022.452461598758
Ford,Model C,2008.0,3.9,99208.0,Petrol,Manual,24421.87741953265
Ford,Model A,2012.0,2.6,28248.0,Electric,Manual,31927.223957625847
Honda,Model E,2020.0,1.5,163387.0,Electric,Automatic,23532.604614915406
BMW,Model B,2018.0,3.7,144271.0,Petrol,Manual,29401.560597050247
Audi,Model B,2019.0,3.4,95942.0,Petrol,Manual,26851.63864911377
Audi,Model C,2012.0,4.3,71.0,Diesel,Manual,30833.232625091943
BMW,Model B,2004.0,3.3,51703.0,Electric,Automatic,23062.87097882459
Ford,Model A,2001.0,4.4,180682.0,Diesel,Manual,20679.83025881841
Ford,Model B,2019.0,1.1,64042.0,Petrol,Automatic,22737.48355248684
BMW,Model D,2004.0,2.1,119771.0,Petrol,Automatic,22023.655359897828
Ford,Model D,2013.0,1.1,132759.0,Electric,Automatic,21325.48983799915
Toyota,Model E,2006.0,3.5,82474.0,Petrol,Automatic,25663.367045729152
BMW,Model D,2007.0,3.3,43518.0,Petrol,Manual,25781.49607115271
BMW,Model D,2021.0,3.6,189564.0,Diesel,Automatic,27644.9441301947
BMW,Model C,2016.0,1.4,127152.0,Petrol,Automatic,24243.416023721704
Toyota,Model A,2015.0,3.4,194162.0,Electric,Automatic,23598.414249630576
Honda,Model D,2020.0,3.8,83943.0,Diesel,Manual,34295.65407552555
Ford,Model C,2008.0,3.8,43791.0,Diesel,Manual,28738.70013452512
Toyota,Model A,2018.0,3.8,161589.0,Diesel,Manual,29328.500533067658
Toyota,Model A,2014.0,3.6,166350.0,,Manual,22989.923769985955
Toyota,Model B,2014.0,2.6,184828.0,Electric,Manual,24397.28519923776
Honda,Model E,2006.0,4.4,5423.0,Petrol,Automatic,29858.185353776436
Honda,Model A,2002.0,2.6,102013.0,Electric,Manual,21333.545156324137
Ford,Model B,2009.0,3.1,174987.0,Petrol,Automatic,18757.353758206904
Honda,Model A,2015.0,2.7,93984.0,Diesel,Automatic,25323.6812030008
Ford,Model C,2018.0,3.2,2410.0,Electric,Automatic,31480.988406068813
Honda,Model A,2018.0,2.2,99293.0,Electric,Manual,26267.4850136386
Ford,Model C,2007.0,2.7,64152.0,Diesel,Manual,23562.31398300011
Toyota,Model A,2019.0,3.1,24122.0,Diesel,Manual,36232.17889921664
BMW,Model A,2011.0,4.3,103932.0,Diesel,Manual,30337.26727720165
Ford,Model B,2020.0,1.9,117575.0,Diesel,Automatic,27627.24555899649
Honda,Model D,2002.0,3.8,97014.0,Petrol,Manual,22446.62036081596
Audi,Model A,2001.0,1.5,99238.0,Petrol,Manual,18127.25141728113
BMW,Model C,2000.0,1.3,87633.0,Electric,Manual,19839.791939507555
Audi,Model D,2001.0,1.6,9401.0,Electric,Automatic,22834.167802803284
Toyota,Model C,2013.0,2.1,122851.0,Electric,Manual,27283.78172866483
Ford,Model E,2002.0,2.1,178437.0,Diesel,Manual,14487.293434527362
Audi,Model A,2021.0,4.2,20030.0,Petrol,Manual,36601.3008942025
Toyota,Model D,2010.0,1.1,42083.0,Electric,Automatic,24972.87133747151
Audi,Model E,2012.0,1.3,115192.0,Petrol,Manual,22136.97309925803
Ford,Model A,2018.0,3.3,113280.0,Electric,Automatic,30046.290820258244
Audi,Model D,2011.0,3.7,108624.0,Diesel,Automatic,24748.26261511829
Ford,Model E,2000.0,1.5,176831.0,Electric,Manual,15194.065147573638
BMW,Model B,2014.0,1.1,82131.0,Petrol,Manual,23918.343590169858
Ford,Model B,2014.0,1.1,179688.0,Diesel,Manual,
Ford,Model A,2003.0,2.1,197101.0,Petrol,Manual,15487.59794040416
BMW,Model E,2020.0,4.1,142057.0,Petrol,Manual,29590.546568856917
Toyota,Model B,2006.0,2.5,96003.0,Petrol,Automatic,21085.540147862524
Honda,Model C,2005.0,3.3,120388.0,Diesel,Automatic,24176.85152698704
Audi,Model D,2001.0,1.7,168053.0,Petrol,Automatic,11281.050335197298
Audi,Model A,2011.0,,20601.0,Petrol,Manual,28074.32193395229
BMW,Model A,2021.0,4.3,64140.0,Petrol,Manual,34296.71071855291
BMW,Model B,2006.0,3.5,183535.0,Electric,Manual,18379.201098351885
Audi,Model A,2019.0,1.3,2500.0,Petrol,Automatic,34522.1812950688
Toyota,Model B,2004.0,2.8,19219.0,Petrol,Automatic,25110.516363278293
Ford,Model B,2007.0,1.7,71445.0,Electric,Automatic,22072.52247271477
Toyota,Model E,2020.0,2.2,93526.0,Electric,Manual,29727.65450305685
Audi,Model D,2005.0,3.4,114643.0,Petrol,Automatic,24500.1245588437
BMW,Model C,2003.0,4.5,146709.0,Electric,Automatic,24226.791500925687
BMW,Model E,2000.0,1.8,183921.0,Petrol,Automatic,17012.302653039995
BMW,Model A,2016.0,1.9,26176.0,Petrol,Automatic,32743.374169543946
Audi,Model C,2016.0,2.5,115333.0,Diesel,Automatic,26890.611575982293
Ford,Model D,2005.0,4.1,88094.0,Diesel,Manual,26160.83184648276
Audi,Model C,2012.0,2.2,169072.0,Electric,Automatic,21021.170674140496
Honda,Model E,2018.0,3.1,47373.0,Diesel,Manual,30614.64739924525
Ford,Model D,2004.0,2.2,141936.0,Petrol,Manual,16851.597560256636
Honda,Model C,2019.0,3.8,28514.0,Electric,Automatic,33894.95985767397
Audi,Model E,2018.0,3.8,46461.0,Electric,Automatic,37148.79784367864
Audi,Model B,2001.0,3.9,34711.0,Diesel,Manual,25723.43868363835
Honda,Model D,2011.0,1.4,9637.0,Diesel,Manual,21485.32052059517
Honda,Model A,2009.0,3.9,12115.0,Diesel,Automatic,26334.16829268886
BMW,Model E,2014.0,4.1,100299.0,Petrol,Manual,28056.20222700668
Toyota,Model E,2003.0,3.7,81392.0,Electric,Manual,27045.10226728279
Ford,Model B,2021.0,2.2,110464.0,Diesel,Manual,26645.62546112916
Honda,Model D,2000.0,2.1,94697.0,Petrol,Manual,17536.022982087594
Ford,Model A,2010.0,1.4,30980.0,Diesel,Automatic,26508.83924964794
Honda,Model C,2015.0,4.4,40071.0,Electric,Automatic,30182.68711235216
Toyota,Model D,2006.0,3.2,150902.0,Petrol,Automatic,23464.1260963622
Honda,Model E,2005.0,1.7,145482.0,,Automatic,16793.80584479042
BMW,Model A,2017.0,2.8,35176.0,Petrol,Manual,32640.07181014631
Ford,Model C,2003.0,1.5,199856.0,Electric,Manual,12553.77125253474
BMW,Model A,2006.0,1.7,77156.0,Electric,Manual,20273.59929483502
Audi,Model D,2015.0,1.3,105075.0,Diesel,Manual,23378.590892295124
BMW,Model B,2010.0,1.1,7624.0,Diesel,Automatic,23166.553489299717
Ford,Model B,2008.0,3.4,90134.0,Diesel,Automatic,25548.17676922559
Honda,Model B,2020.0,1.7,4944.0,Electric,Automatic,24913.715803992596
Honda,Model B,2003.0,2.8,21275.0,Petrol,Automatic,22586.94575728999
Toyota,Model B,2007.0,1.4,162267.0,Diesel,Automatic,18043.944296926064
Honda,Model B,2005.0,3.4,139103.0,Diesel,Automatic,21204.15082721928
Honda,Model A,2015.0,2.4,149369.0,Petrol,Manual,23880.092546728512
Honda,Model C,2016.0,3.4,156495.0,Petrol,Manual,23385.192956210198
Audi,Model A,2021.0,3.6,56462.0,Diesel,Automatic,35125.46569815512
Toyota,Model E,2001.0,1.2,31171.0,Diesel,Manual,20121.348689117385
Honda,Model C,2012.0,3.7,184345.0,Diesel,Manual,23697.027086307386
Toyota,Model A,2008.0,4.1,183327.0,Petrol,Automatic,21678.41452778249
Ford,Model C,2010.0,3.3,89657.0,Petrol,Manual,25336.92071000108
Audi,Model E,2010.0,4.1,97203.0,Electric,Automatic,27104.63285916496
Ford,Model A,2013.0,1.3,23497.0,Electric,Automatic,27379.87164119117
Honda,Model B,2015.0,1.3,156577.0,Diesel,Manual,19240.996902505693
Honda,Model D,2001.0,3.5,165751.0,Diesel,Manual,16367.266499131796
Honda,Model C,2000.0,1.9,96200.0,Petrol,Automatic,20080.152113517728
Audi,Model E,2021.0,3.9,141406.0,Electric,Automatic,30694.99271354817
Toyota,Model A,2003.0,2.2,53529.0,Electric,Automatic,21549.900925845213
Toyota,Model D,2018.0,2.7,86276.0,Petrol,Automatic,26615.22096731163
Audi,Model C,2013.0,4.5,101190.0,Diesel,Automatic,30574.11440825204
Ford,Model B,2011.0,2.8,114670.0,Electric,Manual,24179.586659905257
BMW,Model A,2003.0,4.3,162526.0,Petrol,Manual,22181.227808040047
Honda,Model E,2020.0,1.7,181129.0,Electric,Manual,22186.618004195727
Audi,Model E,2015.0,2.6,191064.0,Petrol,Automatic,20675.46765872737
Ford,Model C,2008.0,3.4,,Petrol,Automatic,22127.41596236443
BMW,Model B,2013.0,3.1,31913.0,Petrol,Manual,31306.74109947584
Toyota,Model A,2018.0,3.6,162645.0,Electric,Manual,26804.23304413531
Toyota,Model D,2019.0,4.3,16157.0,Petrol,Manual,34719.27879888426
Audi,Model D,2003.0,1.7,14332.0,Petrol,Manual,27190.23932396314
Honda,Model B,2004.0,,176317.0,Petrol,Manual,17175.18104831876
Audi,Model A,2005.0,1.6,90292.0,Diesel,Manual,18672.79148175121
Honda,Model B,2010.0,2.7,102291.0,Electric,Automatic,22416.887629274945
Ford,Model A,2015.0,1.9,82644.0,Electric,Automatic,27775.584668940857
Ford,Model E,2019.0,1.7,137028.0,Petrol,Manual,27279.11009949438
Honda,Model C,2019.0,2.5,137008.0,Diesel,Automatic,21851.604253599296
Audi,Model A,2001.0,3.1,178875.0,Diesel,Automatic,14437.059114848733
Toyota,Model D,2007.0,1.9,70847.0,Diesel,Manual,21570.269009119787
Toyota,Model E,2015.0,1.5,186295.0,Petrol,Manual,20729.319409927342
Honda,Model E,2006.0,1.9,77972.0,Diesel,Automatic,23525.8021528357
Ford,Model C,2012.0,1.4,94616.0,Diesel,Automatic,21631.883041938985
Audi,Model C,2019.0,1.9,115605.0,Electric,Automatic,21807.359652367893
Honda,Model A,2012.0,2.0,165788.0,Diesel,Manual,18731.036741626744
Ford,Model C,2018.0,2.8,195339.0,Petrol,Automatic,22069.3881255613
Audi,Model B,2017.0,3.8,192021.0,Electric,Manual,25250.866931053777
BMW,Model C,2012.0,1.0,,Electric,Automatic,20384.97725099931
Ford,Model C,2002.0,2.6,89381.0,Electric,Manual,20315.8697100352
Honda,Model D,2009.0,1.7,149121.0,Diesel,Manual,20495.69421634209
Audi,Model B,2015.0,2.4,184151.0,Diesel,Automatic,20304.120706682104
Ford,Model E,2006.0,3.8,76360.0,Electric,Manual,23281.908124709116
Audi,Model B,2002.0,3.0,142641.0,Petrol,Automatic,17112.86742924795
Ford,Model D,2016.0,2.1,8896.0,Diesel,Manual,31986.51793974896
Audi,Model D,2016.0,1.7,63318.0,Diesel,Automatic,28242.865644809022
BMW,Model A,2010.0,1.0,14141.0,Diesel,Manual,29257.613675697947
Toyota,Model E,2001.0,3.7,152718.0,Petrol,Manual,18772.68284739422
BMW,Model A,2003.0,1.9,41063.0,Electric,Manual,22020.08545407715
Audi,Model A,2012.0,2.8,106371.0,Petrol,Automatic,28524.718914648078
Toyota,Model C,2014.0,1.7,149779.0,Petrol,Manual,22220.056759134884
Honda,Model C,2001.0,2.0,151439.0,Electric,Automatic,14221.969294898656
BMW,Model A,2014.0,4.5,109805.0,Diesel,Manual,31939.757813006523
Ford,Model E,2008.0,1.1,164097.0,Electric,Automatic,13429.238647858603
BMW,Model D,2015.0,2.0,52994.0,Diesel,Manual,29170.978597026664
Honda,Model A,2008.0,2.0,84498.0,Diesel,Automatic,19634.129370851148
Ford,Model E,2017.0,3.3,152549.0,Diesel,Manual,28538.237584675622
BMW,Model D,2019.0,1.9,7747.0,Diesel,Manual,29899.86330391392
BMW,Model A,2015.0,1.3,166241.0,Petrol,Automatic,22185.61920219504
BMW,Model D,2009.0,4.2,199217.0,Diesel,Automatic,20542.84990048096
BMW,Model A,2001.0,1.1,80872.0,Diesel,Automatic,18101.614454414183
Honda,Model D,2003.0,1.4,119797.0,Diesel,Manual,19056.780198584343
Toyota,Model D,2006.0,2.1,107006.0,Petrol,Automatic,19580.47422298555
BMW,Model E,2001.0,3.3,181432.0,Electric,Automatic,16503.583739456637
Ford,Model C,2014.0,1.6,142033.0,Petrol,Automatic,23292.53432383412
Honda,Model A,2004.0,3.9,7403.0,Petrol,Automatic,29919.77100411962
BMW,Model D,2020.0,4.2,96003.0,Diesel,Automatic,28893.917311351543
Honda,Model C,2000.0,1.9,140809.0,Petrol,Manual,15945.247937925782
Honda,Model A,2015.0,2.9,125489.0,Electric,Automatic,25446.93394438632
BMW,Model E,2021.0,3.4,14908.0,Petrol,Manual,31341.641303778582
Ford,Model E,2013.0,1.6,74536.0,Electric,Manual,23774.25752248025
Audi,Model D,2001.0,4.4,34326.0,Diesel,Manual,30446.079695395973
Honda,Model E,2019.0,2.8,167568.0,Electric,Automatic,26641.42282443349
Toyota,Model E,2001.0,4.2,74374.0,Diesel,Manual,26373.601159447644
Ford,Model A,2010.0,1.0,22980.0,Electric,Manual,23366.88274092081
Honda,Model B,2014.0,3.3,76769.0,Diesel,Automatic,31608.509164869098
BMW,Model E,2008.0,2.7,146911.0,Petrol,Automatic,19748.09680759433
Honda,Model B,2005.0,1.0,97305.0,Petrol,Automatic,16376.274674118293
BMW,Model D,2003.0,1.4,192553.0,Petrol,Automatic,14571.006987831655
