Title,URL,Registration Year,Make,Model,Trim,KMs Driven,No. of Owners,Transmission,Fuel Type,Body Type,Registration,Location
2017 Maruti Suzuki Vitara Brezza VDi,https://droom.in/product/maruti-suzuki-vitara-brezza-vdi-2017-694b7a6979a75335058b4576,2017,Maruti Suzuki,Vitara Brezza,VDI,137391.0,2.0,Manual,Diesel,SUV,KL 25,Kollam
2022 Maruti Suzuki Ertiga VXI CNG,https://droom.in/product/maruti-suzuki-ertiga-vxi-cng-2022-681074b6945c6ef1058b4592,2022,Maruti Suzuki,Ertiga,VXI CNG,53000.0,1.0,Manual,CNG,MUV,HR 13,Delhi
2023 Mahindra Scorpio N Z8 Diesel 2WD 7 STR,https://droom.in/product/mahindra-scorpio-n-z8-diesel-2wd-7-str-2023-6837381dc3857534058b456f,2023,Mahindra,Scorpio N,Z8 Diesel 2WD 7 STR,19000.0,1.0,Manual,Diesel,SUV,DL 11,Delhi
2017 Mercedes-Benz GLC 220 D 4MATIC,https://droom.in/product/mercedes-benz-glc-220-d-4matic-2017-68076237b0f769c3098b458e,2017,Mercedes-Benz,GLC,220 D 4MATIC,58000.0,1.0,Automatic,Diesel,SUV,DL 14,Delhi
2022 Maruti Suzuki Celerio ZXi Plus,https://droom.in/product/maruti-suzuki-celerio-zxi-plus-2022-679f1348676b5202058b4582,2022,Maruti Suzuki,Celerio,ZXi Plus,44500.0,1.0,Manual,Petrol,Hatchback,HR 77,Gurgaon
2019 Hyundai Creta 1.6 SX Opt Petrol,https://droom.in/product/hyundai-creta-16-sx-opt-petrol-2019-68bfbd38509a70eb048b456a,2019,Hyundai,Creta,1.6 SX OPT Petrol,68547.0,1.0,Manual,Petrol,SUV,WB 18,Kolkata
2014 Audi A4 2.0 TDI,https://droom.in/product/audi-a4-20-tdi-2014-674330150ad850a8058b45cd,2014,Audi,A4,2.0 TDI,75000.0,1.0,Automatic,Diesel,Sedan,DL 5C,Delhi
2013 Honda Brio EX MT,https://droom.in/product/honda-brio-ex-mt-2013-68593ac14de5579a168b457d,2013,Honda,Brio,EX MT,71897.0,1.0,Manual,Petrol,Hatchback,KA 19,Udupi
2017 Mercedes-Benz GLA 200 d Sport,https://droom.in/product/mercedes-benz-gla-200-d-sport-2017-68074c0d5e137552078b45ab,2017,Mercedes-Benz,GLA,200 D SPORT,51000.0,1.0,Automatic,Diesel,SUV,DL 1C,Delhi
2020 Hyundai Grand i10 Nios Magna AMT 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-nios-magna-amt-12-kappa-vtvt-2020-68441bd7cfdc6d345a8b45b0,2020,Hyundai,Grand i10 Nios,MAGNA AMT 1.2 KAPPA VTVT,24086.0,1.0,Automated Manual Transmission,Petrol,Hatchback,MP 04,Bhopal
2016 Mercedes-Benz E-Class E 200,https://droom.in/product/mercedes-benz-e-class-e-200-2016-68073ffe5e1375a6078b45b5,2016,Mercedes-Benz,E-Class,E 200,32000.0,1.0,Automatic,Petrol,Sedan,DL 2C,Delhi
2014 Maruti Suzuki Ertiga VXi,https://droom.in/product/maruti-suzuki-ertiga-vxi-2014-6799bbe0c2645127058b45cf,2014,Maruti Suzuki,Ertiga,VXI,52000.0,1.0,Manual,Petrol,MUV,DL 9C,Delhi
2012 Maruti Suzuki Swift LDi,https://droom.in/product/maruti-suzuki-swift-ldi-2012-68bfc4f1509a70e3048b456d,2012,Maruti Suzuki,Swift,LDI,121202.0,1.0,Manual,Diesel,Hatchback,KL 07,Kochi
2021 Ford Endeavour Titanium 2.0 4x2 AT BS6,https://droom.in/product/ford-endeavour-titanium-20-4x2-at-bs6-2021-68373320d72675fa058b4568,2021,Ford,Endeavour,TITANIUM 2.0 4x2 AT,75000.0,1.0,Automatic,Diesel,SUV,DL 9C,Delhi
2015 Maruti Suzuki Swift VXi,https://droom.in/product/maruti-suzuki-swift-vxi-2015-6740946ede016a15058b4573,2015,Maruti Suzuki,Swift,VXI,63000.0,1.0,Manual,Petrol,Hatchback,DL 3C,Delhi
2019 Honda Amaze 1.2 S i-VTEC Opt,https://droom.in/product/honda-amaze-12-s-i-vtec-opt-2019-67389728c28a757d098b45cb,2019,Honda,Amaze,1.2 S I-VTEC OPT,65000.0,1.0,Manual,Petrol,Sedan,UP 14,Ghaziabad
2019 Mahindra XUV300 W8 AMT Diesel,https://droom.in/product/mahindra-xuv300-w8-amt-diesel-2019-673af71428e85194058b459d,2019,Mahindra,XUV300,W8 AMT Diesel,52000.0,1.0,Automated Manual Transmission,Diesel,SUV,HR 26,Gurgaon
2012 Mahindra XUV500 W8,https://droom.in/product/mahindra-xuv500-w8-2012-67a07983e5f1513f608b4577,2012,Mahindra,XUV500,W8,75000.0,1.0,Manual,Diesel,SUV,DL 5C,Delhi
2017 Maruti Suzuki Ciaz Zeta 1.3 Hybrid,https://droom.in/product/maruti-suzuki-ciaz-zeta-13-hybrid-2017-679b2ecd229f6f78058b45c5,2017,Maruti Suzuki,Ciaz,ZETA 1.3 HYBRID,72000.0,1.0,Manual,Diesel,Sedan,DL 7C,Delhi
2016 Ford Endeavour Trend 2.2 4x2 AT,https://droom.in/product/ford-endeavour-trend-22-4x2-at-2016-6801d7f832006b780e8b4568,2016,Ford,Endeavour,TREND 2.2 4X2 AT,134000.0,1.0,Automatic,Diesel,SUV,HR 26,Delhi
2017 Maruti Suzuki Ignis Delta 1.2 MT,https://droom.in/product/maruti-suzuki-ignis-delta-12-mt-2017-67a2f84b7b924fad058b4573,2017,Maruti Suzuki,Ignis,DELTA 1.2 MT,55000.0,1.0,Manual,Petrol,Hatchback,DL 3C,Delhi
2016 Honda Amaze 1.2 SX i-VTEC,https://droom.in/product/honda-amaze-12-sx-i-vtec-2016-691d808f04c072db048b4567,2016,Honda,Amaze,1.2 SX I-VTEC,160422.0,1.0,Manual,Petrol,Sedan,UP 16,Noida
2021 Hyundai Creta EX 1.5 Petrol BS6,https://droom.in/product/hyundai-creta-ex-15-petrol-bs6-2021-6810aeaa945c6e0c068b45c9,2021,Hyundai,Creta,EX 1.5 Petrol,51000.0,1.0,Manual,Petrol,SUV,DL 5C,Delhi
2019 Honda Amaze 1.2 S i-VTEC,https://droom.in/product/honda-amaze-12-s-i-vtec-2019-68230cb6c2b54ec3058b4568,2019,Honda,Amaze,1.2 S I-VTEC,55000.0,1.0,Manual,Petrol,Sedan,HR 13,Delhi
2021 Hyundai Creta E 1.5 Petrol BS6,https://droom.in/product/hyundai-creta-e-15-petrol-bs6-2021-679bb88ea97b515b058b4579,2021,Hyundai,Creta,E 1.5 Petrol,45000.0,1.0,Manual,Petrol,SUV,DL 10,Delhi
2022 Toyota Innova Crysta 2.4 ZX AT 7 STR,https://droom.in/product/toyota-innova-crysta-24-zx-at-7-str-2022-67432f980ad850ad058b45cf,2022,Toyota,Innova Crysta,2.4 ZX AT 7 STR,14000.0,1.0,Automatic,Diesel,MUV,HR 26,Delhi
2014 Hyundai Elite i20 Asta 1.4 CRDi,https://droom.in/product/hyundai-elite-i20-asta-14-crdi-2014-68e354116aec4eae058b4567,2014,Hyundai,Elite i20,ASTA 1.4 CRDI,125000.0,2.0,Manual,Diesel,Hatchback,PB 10,Mohali
2019 Maruti Suzuki Wagon R LXi CNG,https://droom.in/product/maruti-suzuki-wagon-r-lxi-cng-2019-6859212f8f566af9618b456a,2019,Maruti Suzuki,Wagon R,LXI CNG,52000.0,1.0,Manual,Petrol + CNG,Hatchback,DL 6C,Delhi
2015 Honda City SV,https://droom.in/product/honda-city-sv-2015-673b33da982375e9058b4568,2015,Honda,City,SV,96000.0,2.0,Manual,Petrol,Sedan,KA 03,Bangalore
2016 Maruti Suzuki Ciaz VDi+ SHVS,https://droom.in/product/maruti-suzuki-ciaz-vdi-shvs-2016-67a073594de557a7578b458a,2016,Maruti Suzuki,Ciaz,VDI+ SHVS,60000.0,1.0,Manual,Diesel,Sedan,DL 5C,Delhi
2013 Maruti Suzuki SX4 VDi,https://droom.in/product/maruti-suzuki-sx4-vdi-2013-679c90b902e1524b028b4568,2013,Maruti Suzuki,SX4,VDI,68000.0,1.0,Manual,Diesel,Sedan,DL 2C,Delhi
Honda WR-V S Diesel 2017,https://droom.in/product/honda-wr-v-s-diesel-2017-67fe2c5d4de5579b698b45ae,2017,Honda,WR-V,S DIESEL,75000.0,1.0,Manual,Diesel,Crossover,DL 9C,Delhi
2017 Maruti Suzuki Dzire VXi,https://droom.in/product/maruti-suzuki-dzire-vxi-2017-673b1f344de55709788b45eb,2017,Maruti Suzuki,Dzire,VXI,42000.0,1.0,Manual,Petrol,Sedan,DL 6C,Delhi
2020 Kia Seltos HTK Plus 1.5 Petrol,https://droom.in/product/kia-seltos-htk-plus-15-petrol-2020-6827ee274de5574e078b4573,2020,Kia,Seltos,HTK PLUS 1.5 PETROL,43000.0,1.0,Manual,Petrol,SUV,HR 98,Delhi
2019 Tata Tiago Revotorq XZ (O),https://droom.in/product/tata-tiago-revotorq-xz-o-2019-67a2f2f4ae3d7354118b459d,2019,Tata,Tiago,REVOTORQ XZ (O),62000.0,1.0,Manual,Diesel,Hatchback,DL 5C,Delhi
2017 Maruti Suzuki Alto K10 VXi,https://droom.in/product/maruti-suzuki-alto-k10-vxi-2017-673af7cd28e851ae058b4594,2017,Maruti Suzuki,Alto K10,VXi,62000.0,1.0,Manual,Petrol,Hatchback,DL 9C,Gurgaon
2014 Hyundai Santa FE 4WD AT,https://droom.in/product/hyundai-santa-fe-4wd-at-2014-67bff51f109e5191058b4567,2014,Hyundai,Santa Fe,4WD AT,85000.0,2.0,Automatic,Diesel,SUV,UK 08,delhi
2015 Hyundai Elite i20 Magna 1.2,https://droom.in/product/hyundai-elite-i20-magna-12-2015-673f2f36d6bd72f16d8b4578,2015,Hyundai,Elite i20,MAGNA 1.2,75000.0,1.0,Manual,Petrol,Hatchback,DL 5C,Delhi
2020 Renault Triber RXL,https://droom.in/product/renault-triber-rxl-2020-679b610b4de55717198b45eb,2020,Renault,Triber,RXL,52000.0,1.0,Manual,Petrol,MUV,DL 10,Delhi
2012 Volkswagen Polo Trendline 1.2L (P),https://droom.in/product/volkswagen-polo-trendline-12l-p-2012-6738b2eeef62522d068b45ef,2012,Volkswagen,Polo,TRENDLINE 1.2L (P),69000.0,1.0,Manual,Petrol,Hatchback,DL 10,Gurgaon
2018 Mercedes-Benz C-Class C 250 d,https://droom.in/product/mercedes-benz-c-class-c-250-d-2018-679c5dfb4de557e5708b45bc,2018,Mercedes-Benz,C-Class,C 250 D,48000.0,1.0,Automatic,Diesel,Sedan,HR 51,Delhi
2024 Honda Amaze 1.2 VX MT Petrol,https://droom.in/product/honda-amaze-12-vx-mt-petrol-2024-68512eb3df026fc55e8b456b,2024,Honda,Amaze,1.2 VX MT Petrol,3620.0,1.0,Manual,Petrol,Sedan,RJ 14,Ahmedabad
2022 Tata Nexon XZ Plus Kaziranga,https://droom.in/product/tata-nexon-xz-plus-kaziranga-2022-679dc301744d75c8058b45bd,2022,Tata,Nexon,XZ Plus Kaziranga,25000.0,1.0,Manual,Petrol,SUV,DL 2C,Delhi
2016 Mahindra XUV500 W6,https://droom.in/product/mahindra-xuv500-w6-2016-674331260ad850bf058b45d4,2016,Mahindra,XUV500,W6,72000.0,1.0,Manual,Diesel,SUV,HR 26,Delhi
2023 Hyundai Tucson Signature 2.0 AT Petrol,https://droom.in/product/hyundai-tucson-signature-20-at-petrol-2023-673b1007b9bf70511b8b45b4,2023,Hyundai,Tucson,Signature 2.0 AT Petrol,13000.0,1.0,Automatic,Petrol,SUV,UP 14,Delhi
2017 Maruti Suzuki Ertiga VXi CNG,https://droom.in/product/maruti-suzuki-ertiga-vxi-cng-2017-68bfbbdc3daf71de048b4569,2017,Maruti Suzuki,Ertiga,VXI CNG,79890.0,1.0,Manual,Petrol + CNG,MUV,MH 05,Mumbai
2013 Nissan Micra  XV CVT,https://droom.in/product/nissan-micra-xv-cvt-2013-6812d5c769426de4058b45a0,2013,Nissan,Micra,XV CVT,62000.0,1.0,Automatic,Petrol,Hatchback,KA 03,Bangalore
2012 Maruti Suzuki Swift DZire VXi,https://droom.in/product/maruti-suzuki-swift-dzire-vxi-2012-679b6428f4f84fd8058b45de,2012,Maruti Suzuki,Swift Dzire,VXI,75000.0,1.0,Manual,Petrol,Sedan,DL 3C,Delhi
2018 Hyundai Creta 1.6 SX AT Petrol,https://droom.in/product/hyundai-creta-16-sx-at-petrol-2018-6738d84bc28a750e098b460e,2018,Hyundai,Creta,1.6 SX AT Petrol,52000.0,1.0,Automatic,Petrol,SUV,DL 7C,Delhi
2013 Hyundai Elite i20 Sportz 1.2,https://droom.in/product/hyundai-elite-i20-sportz-12-2013-6954f4454d3a5120058b4567,2013,Hyundai,Elite i20,SPORTZ 1.2,61421.0,2.0,Manual,Petrol,Hatchback,TN 09,Chennai
2012 Hyundai Verna 1.4 VTVT,https://droom.in/product/hyundai-verna-14-vtvt-2012-679b2fcf229f6f59058b45d6,2012,Hyundai,Verna,1.4 VTVT,47000.0,1.0,Manual,Petrol,Sedan,DL 7C,Delhi
2018 Maruti Suzuki Wagon R LXi CNG,https://droom.in/product/maruti-suzuki-wagon-r-lxi-cng-2018-6814c4c1538a6fcb768b4588,2018,Maruti Suzuki,Wagon R,LXI CNG,74000.0,1.0,Manual,Petrol + CNG,Hatchback,HR 51,Delhi
2023 Audi A6 45 TFSI Technology,https://droom.in/product/audi-a6-45-tfsi-technology-2023-679c6210a97b5159058b45b1,2023,Audi,A6,45 TFSI TECHNOLOGY,10500.0,1.0,Automatic,Petrol,Sedan,HR 98,Delhi
2017 Tata Tiago Revotron XT,https://droom.in/product/tata-tiago-revotron-xt-2017-6955256cfd496d79058b4568,2017,Tata,Tiago,REVOTRON XT,56632.0,1.0,Manual,Petrol,Hatchback,TN 37,Chennai
2017 Mercedes-Benz E-Class E 200,https://droom.in/product/mercedes-benz-e-class-e-200-2017-6836f973d0914d42058b457c,2017,Mercedes-Benz,E-Class,E 200,34500.0,1.0,Automatic,Petrol,Sedan,WB 02,delhi
2017 Renault KWID 1.0 RXT Opt,https://droom.in/product/renault-kwid-10-rxt-opt-2017-67ac38054de557c0678b456f,2017,Renault,KWID,1.0 RXT OPT,42000.0,1.0,Manual,Petrol,Hatchback,DL 8C,delhi
2016 Jaguar XF 2.2 Diesel Luxury,https://droom.in/product/jaguar-xf-22-diesel-luxury-2016-679b7c72605a6c34058b4567,2016,Jaguar,XF,2.2 DIESEL LUXURY,72000.0,1.0,Automatic,Diesel,Sedan,UK 07,Delhi
2018 Honda WR-V VX Diesel,https://droom.in/product/honda-wr-v-vx-diesel-2018-68ec958427c94f21058b4568,2018,Honda,WR-V,VX DIESEL,98000.0,1.0,Manual,Diesel,Crossover,TN 74,Tirunelveli
2018 Maruti Suzuki Ciaz Alpha 1.3 Hybrid,https://droom.in/product/maruti-suzuki-ciaz-alpha-13-hybrid-2018-67a2f158c2437318058b4576,2018,Maruti Suzuki,Ciaz,ALPHA 1.3 HYBRID,55000.0,1.0,Manual,Diesel,Sedan,DL 2C,Delhi
2015 Maruti Suzuki Wagon R VXi,https://droom.in/product/maruti-suzuki-wagon-r-vxi-2015-682ad02c7cf6517c078b457c,2015,Maruti Suzuki,Wagon R,VXI,37934.0,1.0,Manual,Petrol,Hatchback,GJ 06,Vadodara
2014 Honda Brio S MT,https://droom.in/product/honda-brio-s-mt-2014-6894658ec38d5343588b459a,2014,Honda,Brio,S MT,36000.0,2.0,Manual,Petrol,Hatchback,CG 11,Kolkata
2019 Honda WR-V S Petrol,https://droom.in/product/honda-wr-v-s-petrol-2019-681c5832915e50de658b4576,2019,Honda,WR-V,S PETROL,47979.0,1.0,Manual,Petrol,Crossover,WB 08,Kolkata
2013 BMW 5 Series 520d,https://droom.in/product/bmw-5-series-520d-2013-67433540db416b8b4d8b45cd,2013,BMW,5 Series,520D,78000.0,1.0,Automatic,Diesel,Sedan,HR 26,Delhi
2020 Honda City VX CVT i-VTEC,https://droom.in/product/honda-city-vx-cvt-i-vtec-2020-67987facbf2176da048b458a,2020,Honda,City,VX CVT I-VTEC,11000.0,1.0,Automatic,Petrol,Sedan,DL 10,Delhi
2015 Maruti Suzuki Swift DZire VXi,https://droom.in/product/maruti-suzuki-swift-dzire-vxi-2015-695e4ac4b652722e058b4576,2015,Maruti Suzuki,Swift Dzire,VXI,36268.0,1.0,Manual,Petrol,Sedan,TN 37,Coimbatore
2019 Maruti Suzuki Ignis Delta 1.2 AMT,https://droom.in/product/maruti-suzuki-ignis-delta-12-amt-2019-68243fc8c1106a09058b4595,2019,Maruti Suzuki,Ignis,DELTA 1.2 AMT,60000.0,1.0,Automated Manual Transmission,Petrol,Hatchback,DL 8C,Delhi
2019 Maruti Suzuki Swift LXi Opt,https://droom.in/product/maruti-suzuki-swift-lxi-opt-2019-6811ee6fbc8f4db11b8b45b3,2019,Maruti Suzuki,Swift,LXI OPT,23000.0,1.0,Manual,Petrol,Hatchback,DL 12,Delhi
2016 Maruti Suzuki Ertiga VXi CNG,https://droom.in/product/maruti-suzuki-ertiga-vxi-cng-2016-685bf4a7118f6e0d058b4589,2016,Maruti Suzuki,Ertiga,VXI CNG,65000.0,1.0,Manual,Petrol + CNG,MUV,DL 6C,Delhi
2021 Honda City 5th Generation VX Petrol,https://droom.in/product/honda-city-5th-generation-vx-petrol-2021-68d8296071126bce058b4595,2021,Honda,City 5th Generation,VX Petrol,49000.0,2.0,Manual,Petrol,Sedan,BR 01,Patna
2019 Maruti Suzuki Baleno Delta 1.2,https://droom.in/product/maruti-suzuki-baleno-delta-12-2019-6811ed0ddd5450e6048b4567,2019,Maruti Suzuki,Baleno,DELTA 1.2,70000.0,1.0,Manual,Petrol,Hatchback,HR 26,Delhi
2018 Maruti Suzuki Vitara Brezza VDi,https://droom.in/product/maruti-suzuki-vitara-brezza-vdi-2018-67fe2b6cce1a76af058b4569,2018,Maruti Suzuki,Vitara Brezza,VDI,90000.0,1.0,Manual,Diesel,SUV,DL 9C,Delhi
2018 Honda Amaze 1.2 S i-VTEC,https://droom.in/product/honda-amaze-12-s-i-vtec-2018-679ce881676b5282078b456b,2018,Honda,Amaze,1.2 S I-VTEC,57000.0,1.0,Manual,Petrol,Sedan,DL 3C,Delhi
2017 Honda WR-V VX Petrol,https://droom.in/product/honda-wr-v-vx-petrol-2017-673f59e8d2d77317058b457c,2017,Honda,WR-V,VX PETROL,77000.0,1.0,Manual,Petrol,Crossover,DL 4C,Delhi
2012 Maruti Suzuki Wagon R LXi,https://droom.in/product/maruti-suzuki-wagon-r-lxi-2012-6923edc6d4d96c20058b458b,2012,Maruti Suzuki,Wagon R,LXI,58437.0,1.0,Manual,Petrol,Hatchback,MH 12,Pune
2011 Honda City 1.5 S MT,https://droom.in/product/honda-city-15-s-mt-2011-67fe248e7a374e7c058b4567,2011,Honda,City,1.5 S MT,55000.0,1.0,Manual,Petrol,Sedan,HR 26,Delhi
2019 Hyundai i20 Magna 1.2,https://droom.in/product/hyundai-i20-magna-12-2019-67a0b5c14de557b15d8b45b8,2019,Hyundai,i20,MAGNA 1.2,91000.0,2.0,Manual,Petrol,Hatchback,HR 30,Gurgaon
2021 Maruti Suzuki XL6 Zeta MT Petrol,https://droom.in/product/maruti-suzuki-xl6-zeta-mt-petrol-2021-673b4763bf8a4dce058b4583,2021,Maruti Suzuki,XL6,Zeta MT Petrol,45000.0,1.0,Manual,Petrol,MUV,KA 03,Bangalore
2024 Mahindra Thar Roxx MX5 Diesel AT 2WD,https://droom.in/product/mahindra-thar-roxx-mx5-diesel-at-2wd-2024-67988351dcc04ec8048b45a5,2024,Mahindra,Thar Roxx,MX5 Diesel AT 2WD,600.0,1.0,Automatic,Diesel,SUV,DL 5C,Delhi
2015 Honda City VX CVT i-VTEC,https://droom.in/product/honda-city-vx-cvt-i-vtec-2015-683a034a4de557d7138b460b,2015,Honda,City,VX CVT I-VTEC,70000.0,2.0,Automatic,Petrol,Sedan,HR 26,Delhi
2021 Honda Amaze 1.2 VX CVT Petrol BS6,https://droom.in/product/honda-amaze-12-vx-cvt-petrol-bs6-2021-6738accab9bf70db048b4568,2021,Honda,Amaze,1.2 VX CVT Petrol,35000.0,1.0,Automatic,Petrol,Sedan,DL 10,Gurgaon
2014 Honda Mobilio S i-DTEC,https://droom.in/product/honda-mobilio-s-i-dtec-2014-679c985e2a007260028b4569,2014,Honda,Mobilio,S I-DTEC,68000.0,1.0,Manual,Diesel,MUV,DL 3C,Delhi
2016 Honda Amaze 1.2 SX i-VTEC,https://droom.in/product/honda-amaze-12-sx-i-vtec-2016-67a2f92ac67952fd058b4567,2016,Honda,Amaze,1.2 SX I-VTEC,59000.0,1.0,Manual,Petrol,Sedan,DL 7C,Delhi
2019 Honda Amaze 1.2 S i-VTEC,https://droom.in/product/honda-amaze-12-s-i-vtec-2019-6738cf34ef625227068b45e9,2019,Honda,Amaze,1.2 S I-VTEC,59000.0,1.0,Manual,Petrol,Sedan,DL 4C,Delhi
2014 Maruti Suzuki Swift DZire LXi,https://droom.in/product/maruti-suzuki-swift-dzire-lxi-2014-695371725ea8513f058b4567,2014,Maruti Suzuki,Swift Dzire,LXI,218983.0,1.0,Manual,Petrol,Sedan,TS 03,Hyderabad
2023 MG Astor Super 1.5 MT,https://droom.in/product/mg-astor-super-15-mt-2023-681b484d09b5704e748b4578,2023,MG,Astor,Super 1.5 MT,15075.0,1.0,Manual,Petrol,SUV,WB 02,Kolkata
2019 Hyundai Creta 1.4 E+ Diesel,https://droom.in/product/hyundai-creta-14-e-diesel-2019-6738d93dc28a7521098b460b,2019,Hyundai,Creta,1.4 E+ Diesel,710000.0,1.0,Manual,Diesel,SUV,DL 11,Delhi
2022 Mahindra XUV700 AX 5 Petrol MT 7 STR,https://droom.in/product/mahindra-xuv700-ax-5-petrol-mt-7-str-2022-683734323b367359058b4569,2022,Mahindra,XUV700,AX 5 Petrol MT 7 STR,14000.0,1.0,Manual,Petrol,SUV,DL 8C,Delhi
2015 Hyundai Grand i10 Magna 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-magna-12-kappa-vtvt-2015-68592c8963f9738b648b456c,2015,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,27000.0,1.0,Manual,Petrol,Hatchback,DL 10,Delhi
2017 Honda Jazz V CVT i-VTEC,https://droom.in/product/honda-jazz-v-cvt-i-vtec-2017-68a81cfb4de557075b8b4570,2017,Honda,Jazz,V CVT I-VTEC,38623.0,2.0,Automatic,Petrol,Hatchback,KA 01,Bangalore
2018 Honda Jazz V CVT i-VTEC,https://droom.in/product/honda-jazz-v-cvt-i-vtec-2018-68a575be5edb74a45c8b4577,2018,Honda,Jazz,V CVT I-VTEC,43356.0,1.0,Automatic,Petrol,Hatchback,KL 13,Kannur
2017 Honda Jazz S i-VTEC,https://droom.in/product/honda-jazz-s-i-vtec-2017-69411f958fcf69a1058b456d,2017,Honda,Jazz,S I-VTEC,10233.0,1.0,Manual,Petrol,Hatchback,GJ 06,Vadodara
2018 Tata Tiago Revotorq XM,https://droom.in/product/tata-tiago-revotorq-xm-2018-68593f8d4de55773168b4584,2018,Tata,Tiago,REVOTORQ XM,65000.0,1.0,Manual,Diesel,Hatchback,DL 3C,Delhi
2016 Mahindra XUV500 W6,https://droom.in/product/mahindra-xuv500-w6-2016-67fe2a5a05e152a25c8b4577,2016,Mahindra,XUV500,W6,75000.0,1.0,Manual,Diesel,SUV,DL 8C,Delhi
2019 Hyundai Santro SPORTZ,https://droom.in/product/hyundai-santro-sportz-2019-6808a48ce4367613288b4579,2019,Hyundai,Santro,SPORTZ,60000.0,1.0,Manual,Petrol,Hatchback,JH 02,Bokaro
2014 Hyundai Xcent SX 1.2,https://droom.in/product/hyundai-xcent-sx-12-2014-67a2ef27088352d0058b459e,2014,Hyundai,Xcent,1.2 SX,70000.0,1.0,Manual,Petrol,Sedan,DL 3C,Delhi
2017 Hyundai Creta 1.4 E+ Diesel,https://droom.in/product/hyundai-creta-14-e-diesel-2017-67a0b72f4de5572e548b45e0,2017,Hyundai,Creta,1.4 E+ Diesel,74000.0,1.0,Manual,Diesel,SUV,DL 1C,Gurgaon
2018 Tata Nexon Kraz Diesel,https://droom.in/product/tata-nexon-kraz-diesel2018-673b201125a86f47078b457f,2018,Tata,Nexon,KRAZ DIESEL,57000.0,1.0,Manual,Diesel,SUV,DL 2C,Delhi
2023 Hyundai Creta S Plus 1.5 Petrol Knight,https://droom.in/product/hyundai-creta-s-plus-15-petrol-knight-2023-679b2a0cf4f84fdd058b45cc,2023,Hyundai,Creta,S Plus 1.5 Petrol Knight,25000.0,1.0,Manual,Petrol,SUV,DL 6C,Delhi
2016 Maruti Suzuki Ertiga ZXi,https://droom.in/product/maruti-suzuki-ertiga-zxi-2016-673f1614a33450c4198b459c,2016,Maruti Suzuki,Ertiga,ZXI,63000.0,1.0,Manual,Petrol,MUV,DL 2C,Delhi
2020 Hyundai Creta E 1.5 Diesel BS6,https://droom.in/product/hyundai-creta-e-15-diesel-bs6-2020-6738beb94de557a0658b45d8,2020,Hyundai,Creta,E 1.5 Diesel,59000.0,1.0,Manual,Diesel,SUV,DL 8C,Delhi
2019 Hyundai i20 Magna 1.2,https://droom.in/product/hyundai-i20-magna-12-2019-691d798321cc7147058b457d,2019,Hyundai,i20,MAGNA 1.2,43702.0,1.0,Manual,Petrol,Hatchback,MH 39,Mumbai
2019 Maruti Suzuki Ciaz Zeta 1.5 AT Petrol,https://droom.in/product/maruti-suzuki-ciaz-zeta-15-at-petrol-2019-6826c49f4de55706698b456f,2019,Maruti Suzuki,Ciaz,ZETA 1.5 AT PETROL,55000.0,1.0,Automatic,Petrol,Sedan,HR 51,Delhi
2022 Toyota Innova Crysta 2.7 GX AT 7 STR,https://droom.in/product/toyota-innova-crysta-27-gx-at-7-str-2022-675165d3c0c66e55118b4579,2022,Toyota,Innova Crysta,2.7 GX AT 7 STR,55000.0,1.0,Automatic,Petrol,MUV,HR 98,delhi
2017 Mahindra XUV500 W9,https://droom.in/product/mahindra-xuv500-w9-2017-673d7f66519550601b8b457f,2017,Mahindra,XUV500,W9,61000.0,1.0,Manual,Diesel,SUV,DL 10,Delhi
2013 Honda Brio S MT,https://droom.in/product/honda-brio-s-mt-2013-68a566f166b070225c8b4567,2013,Honda,Brio,S MT,100388.0,2.0,Manual,Petrol,Hatchback,TN 20,Chennai
2017 Hyundai Creta 1.6 SX Petrol,https://droom.in/product/hyundai-creta-16-sx-petrol-2017-682c4d54e3f152b4518b45a0,2017,Hyundai,Creta,1.6 SX Petrol,38000.0,2.0,Manual,Petrol,SUV,DL 4C,Delhi
2015 Maruti Suzuki Swift DZire LXi Opt,https://droom.in/product/maruti-suzuki-swift-dzire-lxi-opt-2015-673f1693d6bd7259058b4610,2015,Maruti Suzuki,Swift Dzire,LXI OPT,58000.0,2.0,Manual,Petrol,Sedan,DL 1C,Delhi
2015 Maruti Suzuki Wagon R LXi CNG,https://droom.in/product/maruti-suzuki-wagon-r-lxi-cng-2015-682440972aae4f0d058b4599,2015,Maruti Suzuki,Wagon R,LXI CNG,65000.0,1.0,Manual,Petrol + CNG,Hatchback,DL 1C,Delhi
2018 Hyundai Elite i20 Magna 1.2,https://droom.in/product/hyundai-elite-i20-magna-12-2018-6821bba64de55744768b4585,2018,Hyundai,Elite i20,MAGNA 1.2,58000.0,1.0,Manual,Petrol,Hatchback,DL 7C,Delhi
2011 Hyundai i10 Magna,https://droom.in/product/hyundai-i10-magna-2011-685973048749712d058b456b,2011,Hyundai,i10,MAGNA,83558.0,3.0,Manual,Petrol,Hatchback,UP 16,Saharanpur (UP)
